name,roast_num,aroma,acid,body,flavor,aftertaste,with_milk,rating
Subrosa Ethiopia Kayon Mountain Organic Natural,2,9,8,9,9,8,1,93
Ethiopia Bench Maji Natural Gesha,1,9,9,9,9,8,1,94
Granville Fair Trade Organic Blend,2,7,7,7,8,7,1,86
Spice Island Blend,3,8,7,7,8,7,1,87
Ethiopia Aphrodite Washed Espresso,3,9,1,9,9,10,9,96
Kona Tropical Punch Washed,2,9,9,9,9,8,1,94
Gatomboya Kenya,2,9,8,9,9,8,1,93
Ethiopia Banko Gotiti Daniel Mijane,2,9,8,8,9,8,1,92
Ka’u Bourbon Champagne Natural,2,9,9,9,9,8,1,94
Ethiopia Bedhatu Natural,2,9,8,9,9,8,1,93
Ethiopia Bedhatu Washed,2,9,8,8,9,8,1,92
Colombia Huila Palmera,2,8,7,8,8,7,1,88
Espresso Blend,2,9,1,8,8,8,9,92
Costa Rica Central Valley Brandy Ball,2,8,8,9,9,8,1,92
Cerro Azul Geisha,2,9,9,9,9,9,1,95
Panama Mama Cata Geisha Champagne Natural,1,9,9,9,9,9,1,95
Ethiopia Yirgacheffe Worka Sakaro,2,9,9,9,9,9,1,95
Haraaz Red,2,9,8,9,9,8,1,93
El Socorro Maracaturra,2,9,9,9,9,9,1,95
Guatemala Acatenango Gesha,1,9,9,9,9,8,1,94
Costa Rica Luis Campos Termico,2,9,8,9,9,8,1,93
Kenya Kirinyaga,2,9,9,9,9,8,1,94
Yemen Jabal Nabi Special Reserve,2,9,9,9,9,8,1,94
Kenya Gakuyuini AA,2,9,9,8,9,9,1,94
Colombia Manos Juntas,2,9,8,8,9,8,1,92
Ethiopia Guji Goro Bedessa,2,9,9,8,9,8,1,93
Ethiopia Guji Hambela G1 Kudume Wolicho Honey,1,9,9,8,9,8,1,93
Hacienda Esmeralda Ethiopian Accessions,1,9,9,9,9,9,1,95
Gelena Geisha,2,9,8,9,9,9,1,94
Ethiopia Anaerobic Natural,2,9,9,9,9,8,1,94
Silver Monk Seasonal Blend,2,9,8,8,9,8,1,92
Doho Classic Blend,2,9,8,8,9,8,1,92
Holiday Reserve Roast — Costa Rica Termico,2,9,8,9,9,8,1,92
Rainy Day Espresso Blend,2,9,1,9,9,8,9,94
Cold Air Espresso Blend,2,9,1,9,8,8,9,93
Winter Day Espresso Blend,2,8,1,8,9,8,9,92
Redline Espresso,3,9,1,8,9,7,9,92
La Cordillera Blend,2,9,8,8,8,7,1,90
Ethiopia Tamiru Tadesse Tesema Anaerobic Natural,2,9,9,9,9,9,1,95
Ethiopia Guji Washed G1 Uncle Select Lot 21/01,2,9,9,8,9,8,1,93
Decaf Xeno’s Fair Trade Organic Blend,3,8,7,8,8,7,1,88
Skyway Fair Trade Organic Blend,4,8,7,7,7,7,1,86
Medium-Dark Roast,3,8,8,9,9,7,1,91
Floral Samurai,3,9,1,8,9,8,9,93
Classic Blend,3,9,1,8,9,7,9,92
Colombia Geisha Natural,2,9,9,9,9,8,1,94
Pacas Estate El Salvador Natural,2,9,9,9,9,8,1,94
Caribbean Blue,2,9,8,8,9,8,1,92
Colombia Caturra Anaerobic Natural,2,9,8,8,9,8,1,92
Cocaine for Coffee,2,9,8,8,9,8,1,92
First Love Blend,1,9,8,8,9,8,1,92
Hunapu Natural Guatemala,2,9,9,9,9,8,1,94
Kabiufa Papua New Guinea,1,9,9,9,9,9,1,95
Ethiopia Natural Sidama TAMIRU 74158,2,9,9,9,10,9,1,96
Uganda Organic Sipi Falls Honey,2,9,8,9,9,8,1,93
Bedhatu Jibicho Natural,2,9,9,9,9,9,1,95
Ethiopia Natural Guji DoReMi,2,9,1,9,9,9,9,95
Sabana Redonda SL28 Costa Rica,2,9,9,9,9,8,1,94
Gigesa Ethiopia,2,8,9,9,9,8,1,93
Ka’u Peaberry Hawai’i,2,9,8,8,9,8,1,92
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural,1,9,9,9,9,9,1,95
Sumatra Siamang Forest,2,9,9,9,9,8,1,94
Spring Dawn,2,8,8,9,9,8,1,92
Costa Rica Brunca Rivense La Guaca Passion Honey,2,9,9,9,9,8,1,94
Ethiopia Gediyo Yirgacheffe Gedeb Worka Banko Gotiti Natural,2,9,9,8,9,8,1,93
Hunkute by Nordic Approach,1,9,9,9,9,8,1,94
Colombia Aromas de Sur,2,9,8,9,9,8,1,93
Costa Rica Termico,1,8,8,9,9,7,1,91
Schweik’s Blend,1,9,9,9,9,8,1,94
Neroli CR90,2,9,1,8,9,8,9,93
Sauvage CR 90,3,8,1,8,9,8,9,92
Whiskey Dreams Moka Java,2,9,9,9,9,8,1,94
Black Level Blend,2,9,9,9,9,8,1,94
Obsidian Mirror Blend,3,9,8,9,9,8,1,93
704 Blend,3,9,8,9,9,8,1,93
Memory Lane,2,9,8,9,9,8,1,93
New Wave Blend,2,9,9,8,9,8,1,93
House Blend,2,9,8,8,9,8,1,92
Mo’ Better Brews Bleek & Indigo Blend,2,9,8,8,9,8,1,92
Valkyrie Blend,3,9,8,8,9,8,1,92
Karindundu Kenya,2,9,9,9,9,8,1,94
Medium Roast,2,8,8,9,9,8,1,92
Guatemala Finca Buena Esperanza,2,9,9,8,9,8,1,93
Session Blend,2,9,8,9,9,8,1,93
Honduras Relationship Coffee Norma Lara,2,9,8,9,9,8,1,93
Ethiopia Hambela Goro,1,9,8,8,9,8,1,92
Sumatra Batak Triple-Picked,2,9,8,8,9,8,1,92
Honduras COMSA Natural,2,8,9,8,9,8,1,92
Shakiso Natural,2,9,9,9,9,8,1,94
Cerro Azul Geisha Honey Process,2,9,9,9,9,8,1,94
La Esmeralda Diamond Mountain Washed Coffee,2,9,9,9,9,8,1,94
Yirgacheffe Specialty Coffee,2,9,9,8,9,8,1,93
Guatemala Single-Origin Espresso,2,9,1,8,9,8,9,93
COE Sidama Bona 74110,2,9,9,8,9,8,1,93
Ethiopia Yirgacheffe Adorsi G1,2,9,8,9,9,8,1,93
Tiger Blend Espresso,2,8,1,8,8,8,9,91
Gayo Mandheling Specialty Coffee,2,9,8,9,9,8,1,93
Ethiopia Yirgacheffe G1,1,8,8,8,9,8,1,91
Karen J Kona Red Bourbon Natural Anaerobic,2,9,9,9,9,9,1,95
El Salvador Finca Mileydi Pacamara,2,9,9,9,9,9,1,95
El Salvador Las Veraneras Red Bourbon,2,9,9,9,9,8,1,94
Guo Mei Zhu,2,9,9,8,9,8,1,93
Macarena Colombia,2,9,9,9,9,8,1,94
Haraaz Red Yemen,2,9,9,9,9,8,1,94
Nicaragua Sabino Maria,2,9,9,8,9,8,1,93
Twisted V.7 Espresso,2,9,1,8,9,8,9,93
Kaori Espresso Blend,2,8,1,9,8,8,9,92
Chokoreeto Espresso Blend,2,9,1,8,9,8,8,92
El Salvador Anarquia Pacamara,1,9,9,9,9,8,1,94
Tanzania Peaberry,2,9,8,9,9,8,1,93
Ethiopia Karamo Natural,2,9,8,9,9,8,1,93
Guatemala Reserve Las Moritas Yellow Pacamara,2,9,8,9,9,8,1,93
Colombia Sidra Natural Signature Selection,1,9,9,9,10,9,1,96
Colombia Finca El Paraiso Geisha Letty,1,10,9,9,10,9,1,97
Monarch Estate Pacamara,2,9,9,9,9,8,1,94
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,2,9,9,9,9,8,1,94
Ka’u IPA Natural,2,9,9,9,9,9,1,95
Honduras Finca Cerro Azul Yellow Pacas,2,9,8,9,9,8,1,93
Ecuador Finca Lugmapata Mejorado,1,9,9,9,9,9,1,95
Monarch Estate Hawaiian Gesha,2,9,8,8,9,8,1,92
‘Ōpio Kona,2,8,8,9,8,8,1,91
Hawai’i Ka’u Classic Dark,3,9,8,8,9,8,1,92
Sumatra Boru Batak,2,9,9,9,10,8,1,95
Honduras Reserve Luis Nolasco Nanolot,2,9,8,9,9,8,1,93
Barokah Honey Sumatra,2,9,9,9,9,9,1,95
Secret Lovers Blend,2,9,1,8,9,8,9,93
Espresso Blend,3,8,1,9,9,7,9,92
Ethiopia Gediyo Kochere Shifo Washed G1,2,8,9,8,9,8,1,92
Colombia Finca La Primavera Sidra,1,9,9,9,10,9,1,96
Ethiopia Natural Guji Dasaya SP,2,9,9,9,9,9,1,95
Ethiopia Anaerobic Shantawene,2,9,9,9,9,8,1,94
Ethiopia Bensa Asefa Qonqana,1,9,9,9,9,8,1,94
Ethiopia Durato Bombe,2,9,9,9,9,8,1,94
Ethiopia Washed Shantawene,2,9,9,9,9,8,1,94
Indonesia Sumatra Natural Aceh Musara SC19,1,9,9,9,9,8,1,94
Kenya Washed Kabingara AA,2,9,9,9,9,8,1,94
Honduras Blue Hole Estate,2,9,8,9,9,8,1,93
Honduras Anaerobic Natural,1,9,8,9,9,8,1,93
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,2,9,9,9,9,9,1,95
Democratic Republic of Congo Mighty Peace Mapendo,2,9,9,8,9,8,1,93
Lugmapata Ecuador,2,9,9,9,9,9,1,95
Red Sunset by Andres Cardona,2,9,9,9,9,8,1,94
Costa Rica Los Cedros,2,9,9,8,9,8,1,93
Kona Bourbon Champagne Natural Uluwehi Farm,2,9,9,9,9,9,1,95
Peru Pangoa,2,9,8,8,9,8,1,92
Guatemala Campamento Alto,2,8,8,9,9,8,1,92
Panama Hacienda La Esmeralda Geisha Washed,3,9,9,9,9,9,1,95
Peru Garden of Eden Farcent Geisha Anaerobic Washed,2,9,9,9,9,8,1,94
Pointu Laurina,3,9,9,9,9,9,1,95
Ecuador Finca Cruz Loma,4,9,9,9,9,9,1,95
Aged Sumatra Semiga,4,9,9,9,9,8,1,94
Indonesia Sumatra Kerinci Valley,3,9,9,9,9,8,1,94
Ka’u Classic Dark,3,9,9,9,9,8,1,94
Odin’s Viking Brew,4,9,8,9,9,8,1,93
Dark Side of the Bloom,3,9,8,9,9,8,1,93
Jlove99,4,9,9,8,9,8,1,93
Kenya Auction Lot,4,9,8,9,9,7,1,92
Black Magic Blend,3,8,8,9,9,8,1,92
Dark Canyon,4,8,8,8,9,8,1,91
Sumatra Dark,5,8,7,9,9,7,1,90
Major Dickason’s Blend,4,8,7,8,8,6,1,87
Pike’s Place Blend,5,7,6,7,7,7,1,84
Peru Washed Santa Monica Gesha,2,9,9,9,10,9,1,96
Taiwan Washed Alishan Ching-Ye Farm SL34,2,9,9,9,9,8,1,94
Ethiopia Guji Odo Shakiso,2,9,9,9,9,8,1,94
Colombia Beasaquito,1,9,8,9,9,8,1,93
Ethiopia Sidamo Karamo,1,9,9,9,9,9,1,95
Gigesa Ethiopia,2,9,9,9,9,8,1,94
Oahu Triple-Bourbon “Sparkling” Yeast Ferment,2,9,9,9,9,8,1,94
Rayo del Sol Peru,2,9,9,8,9,8,1,93
Colombia Ibague Tolima,1,9,9,9,9,8,1,94
Monte Alban Mexico,2,9,9,8,9,8,1,93
Ethiopia Guji Buku,2,9,9,8,9,8,1,93
Flores Peru,2,9,8,9,9,8,1,93
Glory Days,3,8,8,9,9,8,1,92
Costa Rica Anaerobic Cordillera de Fuego,2,9,8,9,9,8,1,93
Nyakibanda Rwanda,2,9,9,8,9,8,1,93
Guatemala Antigua Pastores,2,9,8,9,8,8,1,92
Kenya Karatu,2,9,9,9,9,8,1,94
Kibingo Burundi,2,8,8,9,9,8,1,92
Costa Rica Cattleya Anaerobic,2,9,9,8,9,8,1,93
Ecuador Taza Dorada Finca Cruz Loma,2,9,9,9,10,9,1,96
Minanga Village Sulawesi,2,9,8,9,9,9,1,94
Ka‘ū Tropical Punch Washed,2,9,9,9,9,8,1,94
Kenya Peaberry Top Hill Farm Espresso,3,9,1,9,9,9,9,95
Birambo Village DR Congo,2,9,8,9,9,8,1,93
Kenya Kamgogo Small Lot Reserve,2,9,9,8,9,8,1,93
Ethiopia Belayneh Bariso Natural,2,9,9,9,9,9,1,95
Kuta Kofi Papua New Guinea,2,9,8,9,9,8,1,93
Rwanda Gatare Natural,2,9,8,9,9,8,1,93
Rock the House Blend,2,9,8,9,9,8,1,93
Kona SL34 Champagne Natural Uluwehi Farm,2,9,9,9,9,8,1,94
Yemen Al Mashtal Al Burhani,2,9,9,9,9,9,1,95
Ka‘ū Lactic Natural,2,9,9,9,9,9,1,95
Sumatra Yellow Bourbon,2,9,8,9,9,8,1,93
Colombia Finca El Paraiso Castillo Red Plum,1,9,9,9,9,9,1,94
Ethiopia Guji Uraga Tebe Burku Natural,2,9,9,9,9,8,1,94
British Style Espresso Blend,3,9,9,9,9,9,1,95
Ethiopia Yirgacheffe Konga Natural,2,9,8,9,9,8,1,93
Costa Rica Brunca Rivense Las Moras Black Honey,2,9,9,9,9,8,1,94
Ethiopia Yirgacheffe Hama Washed,2,9,9,9,9,8,1,94
Guatemala Antigua Bella Carmona,2,9,8,9,9,8,1,93
Colombia Wush Wush Dynamic Natural,1,9,9,9,9,9,1,95
Rwanda Gatare,2,9,9,9,9,8,1,94
Guatemala ASPROCDEGUA Women Producers,2,9,8,9,9,8,1,93
Costa Rica Naranjo Danilo Salazar Arias,2,9,9,9,9,8,1,94
Kenya Kahunyo AA,2,9,9,8,9,8,1,93
Honduras COMSA Oscar Omar Alonzo,2,9,8,9,9,8,1,93
Rwanda Gasharu Natural,2,8,8,9,9,8,1,92
Ethiopia Guji Shakiso G1 Honey,2,9,9,9,9,8,1,94
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,2,10,9,9,10,9,1,97
Brazil Fazenda Samambaia Natural Fermentation Arara,2,9,9,9,9,9,1,95
Brazil Ipanema Premier Cru Gold A49 Cherry,2,9,8,9,9,8,1,93
Brazil Natural Veloso Estate,2,8,9,9,9,8,1,93
Sítio Pedra Menina,2,8,9,9,9,8,1,93
Brazil Sítio Ponte Fazenda Ponte,2,9,8,9,9,8,1,93
Brazil Red Catuaí Double-Anaerobic,2,9,9,8,9,8,1,93
Brazil Legender Sitio Taquara Natural,2,8,9,9,8,8,1,92
Brazil Mogiana Aparecid Farm,2,9,8,9,9,8,1,93
Costa Rica Canet Musician Series Bach Raisin Honey,2,9,8,9,9,9,1,94
Peru Amazonas Los Santos Geisha Natural,1,9,9,9,10,8,1,95
Ethiopia Odola Washed,1,9,9,9,10,8,1,95
Colombia Quindio Anaerobic Natural,2,9,9,9,9,8,1,94
Colombia Pink Bourbon,2,9,9,9,9,8,1,94
Philippine Farmer Milled Lot,3,9,8,9,9,8,1,93
Colombia Cumbarco Lot 397,2,9,9,8,9,8,1,93
Meridiano Ecuador,2,9,8,9,9,8,1,93
Malaysia Sabah Honey,2,9,8,9,9,8,1,92
Ruby Sweet Lychee,2,8,9,8,9,8,1,92
Fruits Island,2,8,8,8,9,7,1,90
Kasasagi,2,9,1,8,9,7,9,92
Syunmei Espresso Blend,2,8,1,8,9,8,9,92
Peru Gesha,2,9,9,9,9,8,1,94
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,1,10,9,9,9,8,1,95
Santa Elena Colombia Caturra Natural,2,9,8,8,9,8,1,92
Decaf Colombia Finca Las Nubes,2,8,8,9,8,7,1,90
Nicaragua Selva Negra,2,9,8,9,9,8,1,93
Colombia UVI Cochidas,2,9,9,8,9,8,1,93
Panama Finca Deborah Afterglow Geisha Natural,1,9,9,9,9,9,1,95
Colombia Exótico De Altura,2,9,8,9,9,9,1,94
Ethiopia Dawencho 74110 Natural Espresso,2,9,1,9,9,8,9,94
Kenya Nyeri Yerihar AA Top Lot 21/01,2,9,9,9,9,8,1,94
Kenya Washed Kiambu Uklili AB Espresso,2,9,1,9,9,9,10,96
Karatina Kenya,2,9,9,9,9,9,1,95
Karamo Ethiopia,2,9,9,9,9,8,1,94
Ethiopia Natural Shakisso Mormora 74112,2,9,9,9,9,9,1,95
Ethiopia Washed Shakisso Mormora 74112,2,9,9,9,9,9,1,95
Classic Blend,2,9,8,8,9,8,1,93
Tang Bohu Espresso Blend,3,9,1,9,9,9,9,95
Ethiopia Keramo Natural,2,9,8,9,9,8,1,93
Costa Rica Los Torres Microlot Black Honey,2,9,8,9,9,8,1,93
Ethiopia Guracho Natural,2,9,1,8,9,8,9,93
Fruit Bomb/Ethiopia Shantewene,2,9,1,8,9,8,9,93
Colombia Quindio Anaerobic Natural,2,9,1,8,9,9,9,94
Colombia Tres Dragones Natural,2,9,1,9,9,8,9,94
Colombia Finca Jardines del Eden Ice Fermentation Natural,2,9,1,9,9,8,9,94
Honduras Natural San Vicente Belarmino Contreras Pacas,2,9,1,9,9,8,9,94
Chasing Horizon Natural Espresso,3,9,1,9,9,8,10,95
Supernatural,2,9,1,9,10,8,9,95
Ethiopia Alemaza Natural SOE,2,9,1,9,9,9,9,95
Kona Natural Espresso,2,9,1,9,9,9,9,95
Colombia Tres Dragones,2,9,9,9,9,9,1,95
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,2,9,9,9,10,8,1,95
Kona SL34 Champagne Natural Uluwehi Farm,2,9,9,9,9,9,1,95
Ethiopia Yirgacheffe Adado,2,9,9,9,9,8,1,94
Costa Rica Cordillera de Fuego,2,9,8,9,9,8,1,93
Tanzania Mbeya Mimba,2,9,9,9,9,9,1,95
Costa Rica La Chumeca,2,9,9,9,9,8,1,94
Ethiopia Sidamo Yirgalem,2,9,8,8,9,8,1,92
Gesha Spirits,2,9,9,9,10,8,1,95
Kenya Nyeri Hill Farm AA TOP,2,9,9,9,9,8,1,94
Philippines Sitio Belis 1017,2,9,9,8,9,8,1,93
Philippines Sitio Belis 1014,2,8,8,9,9,8,1,92
Costa Rica Tarrazu Dota El Diosa Geisha,2,9,9,8,9,8,1,93
Ethiopia Gedeb Worka Single Variety 74110 G1,2,9,8,8,9,8,1,92
Costa Rica Las Montañas Honey,2,9,9,9,9,8,1,94
Colombia Finca La Guaca Ají,1,9,9,9,9,8,1,94
44˚N 68˚W Bar Harbor,2,9,8,8,9,8,1,92
Panama Finca Santa Teresa,2,9,9,8,9,8,1,93
Zambia Mafinga Hills Natural,2,9,8,8,9,8,1,92
Mexico Altura Natural Water Process Decaf,2,8,8,9,9,7,1,91
Area Code 207,3,9,8,8,8,7,1,90
Kenya Nyeri Gathaithi,2,9,9,8,9,8,1,93
Honduras Marcala,2,9,8,9,9,8,1,93
Costa Rica Hacienda Sonora Honey,2,9,9,8,9,8,1,93
Ethiopia Shantawane Buncho Honey,1,9,9,8,9,8,1,93
Ethiopia Gigesa Natural,2,9,8,9,9,8,1,93
Colombia Huila Finca Villabetuila Anaerobic Honey,2,9,8,9,9,8,1,93
Costa Rica Bounty Gesha,2,9,9,9,9,8,1,94
Joker,2,9,1,8,9,8,9,93
Tropical Grenade,2,9,1,9,9,7,9,92
The Godfather,2,9,1,8,9,8,8,92
Panama Static Gesha Natural,2,9,9,9,9,9,1,95
Panama La Mula Geisha Washed,1,9,9,9,9,9,1,95
Esmeralda Estate Panama Geisha,7,9,1,9,9,8,9,94
Costa Rica San Gabriel SL28 Anaerobic Natural,2,9,9,9,9,8,1,94
Costa Rica San Gabriel Pina/Canela Anaerobic Honey Espresso,2,9,1,8,9,8,9,93
John Co. Train Blend,2,9,8,8,9,7,1,91
Burundi Kibingo Intenso,2,9,9,8,9,9,1,94
Colombia Planadas Ibague,2,9,8,9,9,8,1,93
Burundi Kabarore Commune,2,9,8,8,9,8,1,92
Ecuador Peñaherrera AAA,2,9,9,9,9,9,1,95
Quartet Kaffe Blend No.10,2,9,1,9,9,8,9,94
Ethiopia Anasora Extended Natural Special Lot,2,9,9,9,9,8,1,94
Canet Musician Series Mozart Raisin Honey,2,9,8,9,9,8,1,92
Aomori Espresso House Blend,2,8,1,8,9,8,9,92
Ethiopia Honey Yirgacheffe Idido G1,2,9,9,9,9,9,1,95
Taiwan Natural Alishan Ching-Ye Farm,2,9,9,9,9,8,1,94
Dreadnaught Espresso,3,8,1,8,9,8,9,92
Trident Carmo de Minas,2,8,8,8,9,7,1,90
Hawaii Ka‘ū Bourbon Anaerobic Natural,2,9,9,9,9,9,1,95
Chelchele Ethiopia,2,9,9,9,9,8,1,94
Colombia Antioquia Magico,1,9,9,9,9,8,1,94
Honeyed Floral,1,9,9,8,9,8,1,93
Karamo Ethiopia Sidama Natural G1,2,9,8,9,9,8,1,93
Caramel Rocher,2,9,8,8,9,8,1,92
Costa Rica Hacienda La Minita,2,1,9,9,9,9,8,94
Rwanda Karambi Station Natural,2,9,8,9,9,8,1,93
Lone Peak Cafe Series Blend,3,9,8,9,9,7,1,92
El Salvador Aida Batlle La Florida Natural,2,9,9,9,9,9,1,95
Colombia Geisha Cordillera,2,9,9,9,9,9,1,95
Ethiopia Raro Boda,2,9,9,9,9,8,1,94
Bean Series Ethiopia Guji Raro,1,9,8,8,9,9,1,93
El Salvador Monte Verde,2,9,8,8,9,8,1,92
Colombia Laboyano,2,9,8,8,9,8,1,92
Pantan Musara Sumatra,2,9,9,9,9,8,1,94
Sumatra Takengon Gayo Natural,1,9,9,9,9,8,1,94
Ethiopia Djimma Gera Anaerobic,2,9,8,9,9,8,1,93
Colombia Los Pinos Robeiro Sarmiento,2,9,8,8,9,8,1,92
Vietnam Cau Dat Mercafe Lotus,2,8,8,8,8,8,1,90
Nano Genji #7,2,9,9,9,9,9,1,95
Panama Auromar Camilina Geisha Natural,2,9,9,9,9,9,1,95
Tio Conejo Colombia,2,9,9,9,9,8,1,94
Panama Auromar Ironman Geisha Washed Process,2,9,9,9,9,8,1,94
Cruz Loma,2,9,9,9,9,8,1,94
Panama Elida Washed Gesha,1,9,9,9,9,9,1,95
Dancing Tiger,2,9,8,9,9,8,1,93
Ethiopia Bidimoo Chelelektu Natural,1,8,9,8,9,8,1,92
Rider Blend,2,8,8,8,9,8,1,91
El Salvador Finca La Esperanza,2,9,9,9,9,8,1,94
Dark Texas Twist,3,8,8,9,9,7,1,91
Panama Hacienda La Esmeralda Super Mario Geisha Yeast Washed,2,9,9,9,9,9,1,95
Peru,2,8,8,9,9,8,1,92
San Jose Mexico,2,9,1,8,9,8,9,93
Bella Carmona Guatemala,2,9,1,8,9,8,9,93
Karen J Kona Red Bourbon,2,10,9,8,10,9,1,96
Nicaragua La Bastilla Estate Anaerobic,2,9,9,8,9,8,1,93
Ethiopia Worka Sakaro,2,9,9,9,9,9,1,95
Colombia Geisha,2,9,9,9,9,8,1,94
Ethiopia Guji Hambela Dabaye,2,9,9,8,9,8,1,93
Colombia Don Ruiz Anaerobic,2,9,9,9,9,9,1,95
Colombia FUDAM Nariño,1,9,9,9,9,8,1,94
Peru Walther Acuna,2,8,8,9,9,7,1,91
Sumatra Aceh Gayo Mountain Musara Honey Process,2,9,8,9,9,8,1,93
Ethiopia Guji Hambela Buku Saysa Natural Process,1,9,9,8,9,8,1,93
Ethiopia Durato Bombe,1,10,8,9,9,9,1,95
Papua New Guinea Timuza Organic,1,9,8,9,8,8,1,92
Ethiopia Yirgacheffe Kochere,2,9,8,9,9,8,1,93
Ethiopia Botabaa,2,9,9,8,9,8,1,93
Ethiopia Sidama,2,9,8,9,9,8,1,93
Ethiopia Sidamo Washed,2,9,9,8,9,8,1,93
Papua New Guinea Baroida Estate Natural,2,9,8,9,9,8,1,93
Mexico Ozolotepec,2,9,8,9,9,8,1,93
Mexico Nyarita Canela,2,8,8,9,9,8,1,92
Mexico La Cañada Oaxaca Organic,2,8,8,8,9,8,1,91
Mexico FTO,2,8,8,8,9,8,1,91
Gachatha Kenya,2,9,9,9,10,9,1,96
Geisha Spirit,2,9,9,9,9,8,1,94
Colombia Sudan Rume,1,9,9,9,9,9,1,95
El Duende Peru,2,9,9,9,9,8,1,94
Conejo Añejo,3,9,8,9,9,8,1,93
Colombian Anaerobic,1,9,8,8,9,8,1,92
Haitian Hound Haitian Blue Dark Roast,3,9,8,8,9,7,1,91
Sweet Waves Espresso,3,9,1,8,9,8,9,93
Rwanda Agasaro,2,9,8,9,9,8,1,93
Ethiopia Yirgacheffe G1 Idido Natural,1,9,9,9,9,9,1,95
Colombia Pink Bourbon Filadelfia,1,9,9,9,9,9,1,95
Taiwan BA LU NA,2,9,8,8,9,8,1,92
Ethiopia Washed Botabaa G1 Lot.22/01,1,9,9,8,9,8,1,93
Espresso Blend,2,8,1,9,8,8,9,92
Ethiopia Kayon Mountain,2,9,9,9,9,8,1,94
Kenya,2,9,9,9,9,9,1,95
Espresso Nuevo,2,9,1,8,9,8,9,93
Kenya AB,1,9,9,9,9,8,1,94
Ecuador Pichincha Finca Flora,1,9,8,9,9,8,1,93
Vietnam Robusta Carbonic Maceration,2,9,8,8,9,8,1,92
Kenya Nyeri Maganjo AB,1,9,8,8,9,8,1,92
Kona Noir,1,9,9,9,9,8,1,94
Kona Red Bourbon,2,9,9,9,9,8,1,94
Kenya Washed Nyeri Hill Farm AA Top,2,9,9,9,10,9,1,96
Ethiopia Nano Genji,1,9,9,9,9,9,1,95
Ethiopia Natural Sidama Abebe 74110,1,9,9,9,9,9,1,95
Ethiopia Natural Guji TAMIRU 74158 Kakalove Lot,1,9,9,9,9,9,1,95
Rwanda Sholi Natural Single-Origin Espresso,2,9,1,9,9,8,9,94
Guatemala Washed Finca El General Lot SummerEnd Espresso,2,9,1,9,9,8,9,94
Guatemala Washed Acatenango Finca El General Pacamara Espresso,2,9,1,9,9,8,9,94
Guatemala Los Santos,2,9,9,8,9,8,1,93
Finca Cerro Azul Aces Lot,2,9,9,9,9,8,1,94
Mexico Maya Vinic,2,9,8,9,9,8,1,93
Chiapas Chimhucum Semi-Washed,2,9,8,9,9,8,1,93
Mexico Chiapas Las Margaritas Pache Natural,1,9,9,8,9,8,1,93
Capitan Maragogype,2,9,8,9,9,8,1,93
Kenya Gichithaini AA,2,9,8,9,8,8,1,92
Colombia Cerro Azul Enano,2,9,9,9,9,8,1,94
Peru Incahuasi,2,9,9,9,9,8,1,94
Colombia Aponte’s Guardians,2,9,9,8,9,8,1,93
Nicaragua Flor de Dalia Natural,2,8,8,9,9,8,1,92
Ethiopia Bench Maji Geisha G1 Natural,1,9,9,8,9,8,1,93
Reina de la Asuncion Ecuador,2,9,9,9,9,8,1,94
Ethiopia Guji Uraga More Floral Kudume Washed,1,9,9,9,9,9,1,95
Ethiopia Guji Uraga More Floral Kudume Natural,2,9,9,9,9,8,1,94
Kenya Nyeri Hill,2,9,9,9,9,8,1,94
Blue Ridge Blend,3,8,8,9,9,8,1,92
Kenya AA TOP Nairobi Rose,2,9,9,9,9,8,1,94
Worry Free Espresso,2,8,1,9,9,8,8,92
Purple Tipsy Night,1,9,8,9,9,7,1,92
Kahiko,2,9,9,9,10,9,1,96
Kenya Ndumberi Peaberry,2,9,9,9,9,8,1,94
Taiwan Alishan Espresso Pacamara Natural,3,9,1,9,9,8,9,94
Ethiopia Gera Reserve Anaerobic Natural,1,9,9,8,9,9,1,94
Kenya Ngaita Peaberry,2,9,9,8,9,9,1,94
Ka‘ū Champagne Natural Half-Caf,1,9,8,9,9,8,1,93
Ethiopia Natural Guji Uraga Tome 74110 Lot K06,1,9,9,9,9,9,1,95
Honduras Washed Amucap Espresso,2,9,1,8,9,8,9,93
Kenya Gathaithi AA,2,9,9,9,9,8,1,94
Ethiopia Hambela Dabaye,2,8,8,9,9,8,1,92
Ethiopia Biloya Washed G1,1,9,8,8,9,8,1,92
Ethiopia Benti Nenka Dry Process,2,9,8,8,9,8,1,92
Ethiopia Birbisakela Washed G1,1,8,9,8,9,8,1,92
Ethiopia Sidamo Bensa Washed G1,1,9,8,9,9,8,1,93
Shut-Eye Decaf,2,8,7,9,9,7,1,90
Ethiopia Guji Uraga Tobutu Tuta G1 Experimental LOT 181NA2021,1,10,9,9,9,8,1,95
Costa Rica La Toboba Red Honey,2,9,9,8,9,8,1,93
Colombia Buesaco,2,9,8,9,9,7,1,92
Colombia Jardines del Eden Pink Bourbon Wine Yeast Honey,1,9,9,9,9,8,1,94
